faa,name,lat,lon,,,,,,
TLA,Teller Airport,65.240278,-166.339444,,''TLA''=''Teller Airport'',,"""","TLA""= ""Teller Airport ""","""TLA""= ""Teller Airport """
TLH,Tallahassee Rgnl,30.396528,-84.350333,,''TLH''=''Tallahassee Rgnl'',,"""","TLH""= ""Tallahassee Rgnl ""","""TLH""= ""Tallahassee Rgnl """
TLJ,Tatalina Lrrs,62.894369,-155.976525,,''TLJ''=''Tatalina Lrrs'',,"""","TLJ""= ""Tatalina Lrrs ""","""TLJ""= ""Tatalina Lrrs """
TLT,Tuluksak Airport,61.096944,-160.969444,,''TLT''=''Tuluksak Airport'',,"""","TLT""= ""Tuluksak Airport ""","""TLT""= ""Tuluksak Airport """
TMA,Henry Tift Myers Airport,31.4289814,-83.488545,,''TMA''=''Henry Tift Myers Airport'',,"""","TMA""= ""Henry Tift Myers Airport ""","""TMA""= ""Henry Tift Myers Airport """
TMB,Kendall Tamiami Executive,25.647889,-80.432777,,''TMB''=''Kendall Tamiami Executive'',,"""","TMB""= ""Kendall Tamiami Executive ""","""TMB""= ""Kendall Tamiami Executive """
TNC,Tin City LRRS Airport,65.563056,-167.921667,,''TNC''=''Tin City LRRS Airport'',,"""","TNC""= ""Tin City LRRS Airport ""","""TNC""= ""Tin City LRRS Airport """
TNK,Tununak Airport,60.575556,-165.271667,,''TNK''=''Tununak Airport'',,"""","TNK""= ""Tununak Airport ""","""TNK""= ""Tununak Airport """
TNT,Dade Collier Training And Transition,25.861806,-80.897,,''TNT''=''Dade Collier Training And Transition'',,"""","TNT""= ""Dade Collier Training And Transition ""","""TNT""= ""Dade Collier Training And Transition """
TNX,Tonopah Test Range,37.798836,-116.78075,,''TNX''=''Tonopah Test Range'',,"""","TNX""= ""Tonopah Test Range ""","""TNX""= ""Tonopah Test Range """
TOA,Zamperini Field Airport,33.803392,-118.339611,,''TOA''=''Zamperini Field Airport'',,"""","TOA""= ""Zamperini Field Airport ""","""TOA""= ""Zamperini Field Airport """
TOC,Toccoa RG Letourneau Field Airport,34.5928117,-83.2963717,,''TOC''=''Toccoa RG Letourneau Field Airport'',,"""","TOC""= ""Toccoa RG Letourneau Field Airport ""","""TOC""= ""Toccoa RG Letourneau Field Airport """
TOG,Togiak Airport,59.0528,-160.397,,''TOG''=''Togiak Airport'',,"""","TOG""= ""Togiak Airport ""","""TOG""= ""Togiak Airport """
TOL,Toledo,41.586806,-83.807833,,''TOL''=''Toledo'',,"""","TOL""= ""Toledo ""","""TOL""= ""Toledo """
TOP,Philip Billard Muni,39.068657,-95.622482,,''TOP''=''Philip Billard Muni'',,"""","TOP""= ""Philip Billard Muni ""","""TOP""= ""Philip Billard Muni """
TPA,Tampa Intl,27.975472,-82.53325,,''TPA''=''Tampa Intl'',,"""","TPA""= ""Tampa Intl ""","""TPA""= ""Tampa Intl """
TPL,Draughon Miller Central Texas Rgnl,31.1525,-97.407778,,''TPL''=''Draughon Miller Central Texas Rgnl'',,"""","TPL""= ""Draughon Miller Central Texas Rgnl ""","""TPL""= ""Draughon Miller Central Texas Rgnl """
TRI,Tri-Cities Regional Airport,36.4752222,-82.4074167,,''TRI''=''Tri-Cities Regional Airport'',,"""","TRI""= ""Tri-Cities Regional Airport ""","""TRI""= ""Tri-Cities Regional Airport """
TRM,Jacqueline Cochran Regional Airport,33.626666,-116.1596667,,''TRM''=''Jacqueline Cochran Regional Airport'',,"""","TRM""= ""Jacqueline Cochran Regional Airport ""","""TRM""= ""Jacqueline Cochran Regional Airport """
TSS,East 34th Street Heliport,40.7425,-73.971944,,''TSS''=''East 34th Street Heliport'',,"""","TSS""= ""East 34th Street Heliport ""","""TSS""= ""East 34th Street Heliport """
TTD,Portland Troutdale,45.54937,-122.401253,,''TTD''=''Portland Troutdale'',,"""","TTD""= ""Portland Troutdale ""","""TTD""= ""Portland Troutdale """
TTN,Trenton Mercer,40.276692,-74.813469,,''TTN''=''Trenton Mercer'',,"""","TTN""= ""Trenton Mercer ""","""TTN""= ""Trenton Mercer """
TUL,Tulsa Intl,36.198389,-95.888111,,''TUL''=''Tulsa Intl'',,"""","TUL""= ""Tulsa Intl ""","""TUL""= ""Tulsa Intl """
TUP,Tupelo Regional Airport,34.2681,-88.7699,,''TUP''=''Tupelo Regional Airport'',,"""","TUP""= ""Tupelo Regional Airport ""","""TUP""= ""Tupelo Regional Airport """
TUS,Tucson Intl,32.116083,-110.941028,,''TUS''=''Tucson Intl'',,"""","TUS""= ""Tucson Intl ""","""TUS""= ""Tucson Intl """
TVC,Cherry Capital Airport,44.741445,-85.582235,,''TVC''=''Cherry Capital Airport'',,"""","TVC""= ""Cherry Capital Airport ""","""TVC""= ""Cherry Capital Airport """
TVF,Thief River Falls,48.065556,-96.185,,''TVF''=''Thief River Falls'',,"""","TVF""= ""Thief River Falls ""","""TVF""= ""Thief River Falls """
TVI,Thomasville Regional Airport,30.9017921,-83.8811285,,''TVI''=''Thomasville Regional Airport'',,"""","TVI""= ""Thomasville Regional Airport ""","""TVI""= ""Thomasville Regional Airport """
TVL,Lake Tahoe Airport,38.893889,-119.995278,,''TVL''=''Lake Tahoe Airport'',,"""","TVL""= ""Lake Tahoe Airport ""","""TVL""= ""Lake Tahoe Airport """
TWA,Twin Hills Airport,59.074444,-160.275,,''TWA''=''Twin Hills Airport'',,"""","TWA""= ""Twin Hills Airport ""","""TWA""= ""Twin Hills Airport """
TWD,Jefferson County Intl,48.0314,-122.4838,,''TWD''=''Jefferson County Intl'',,"""","TWD""= ""Jefferson County Intl ""","""TWD""= ""Jefferson County Intl """
TWF,Magic Valley Regional Airport,42.481803,-114.487733,,''TWF''=''Magic Valley Regional Airport'',,"""","TWF""= ""Magic Valley Regional Airport ""","""TWF""= ""Magic Valley Regional Airport """
TXK,Texarkana Rgnl Webb Fld,33.453722,-93.991028,,''TXK''=''Texarkana Rgnl Webb Fld'',,"""","TXK""= ""Texarkana Rgnl Webb Fld ""","""TXK""= ""Texarkana Rgnl Webb Fld """
TYE,Tyonek Airport,61.076667,-151.138056,,''TYE''=''Tyonek Airport'',,"""","TYE""= ""Tyonek Airport ""","""TYE""= ""Tyonek Airport """
TYR,Tyler Pounds Rgnl,32.354139,-95.402386,,''TYR''=''Tyler Pounds Rgnl'',,"""","TYR""= ""Tyler Pounds Rgnl ""","""TYR""= ""Tyler Pounds Rgnl """
TYS,Mc Ghee Tyson,35.810972,-83.994028,,''TYS''=''Mc Ghee Tyson'',,"""","TYS""= ""Mc Ghee Tyson ""","""TYS""= ""Mc Ghee Tyson """
U76,Mountain Home Municipal Airport,43.1316111,-115.7305671,,''U76''=''Mountain Home Municipal Airport'',,"""","U76""= ""Mountain Home Municipal Airport ""","""U76""= ""Mountain Home Municipal Airport """
UDD,Bermuda Dunes Airport,33.7484375,-116.2748133,,''UDD''=''Bermuda Dunes Airport'',,"""","UDD""= ""Bermuda Dunes Airport ""","""UDD""= ""Bermuda Dunes Airport """
UDG,Darlington County Jetport,34.4493845,-79.8900608,,''UDG''=''Darlington County Jetport'',,"""","UDG""= ""Darlington County Jetport ""","""UDG""= ""Darlington County Jetport """
UES,Waukesha County Airport,43.0410278,-88.2370556,,''UES''=''Waukesha County Airport'',,"""","UES""= ""Waukesha County Airport ""","""UES""= ""Waukesha County Airport """
UGN,Waukegan Rgnl,42.422161,-87.867908,,''UGN''=''Waukegan Rgnl'',,"""","UGN""= ""Waukegan Rgnl ""","""UGN""= ""Waukegan Rgnl """
UIN,Quincy Regional Baldwin Field,39.9427,-91.1946,,''UIN''=''Quincy Regional Baldwin Field'',,"""","UIN""= ""Quincy Regional Baldwin Field ""","""UIN""= ""Quincy Regional Baldwin Field """
UMP,Indianapolis Metropolitan Airport,39.935278,-86.045,,''UMP''=''Indianapolis Metropolitan Airport'',,"""","UMP""= ""Indianapolis Metropolitan Airport ""","""UMP""= ""Indianapolis Metropolitan Airport """
UNK,Unalakleet Airport,63.888333,-160.798889,,''UNK''=''Unalakleet Airport'',,"""","UNK""= ""Unalakleet Airport ""","""UNK""= ""Unalakleet Airport """
UPP,Upolu,20.265256,-155.859989,,''UPP''=''Upolu'',,"""","UPP""= ""Upolu ""","""UPP""= ""Upolu """
UST,St. Augustine Airport,29.959167,-81.339722,,''UST''=''St. Augustine Airport'',,"""","UST""= ""St. Augustine Airport ""","""UST""= ""St. Augustine Airport """
UTM,Tunica Municipal Airport,34.681,-90.3467,,''UTM''=''Tunica Municipal Airport'',,"""","UTM""= ""Tunica Municipal Airport ""","""UTM""= ""Tunica Municipal Airport """
UTO,Indian Mountain Lrrs,65.992794,-153.704289,,''UTO''=''Indian Mountain Lrrs'',,"""","UTO""= ""Indian Mountain Lrrs ""","""UTO""= ""Indian Mountain Lrrs """
UUK,Ugnu-Kuparuk Airport,70.330833,-149.5975,,''UUK''=''Ugnu-Kuparuk Airport'',,"""","UUK""= ""Ugnu-Kuparuk Airport ""","""UUK""= ""Ugnu-Kuparuk Airport """
UUU,Newport State,41.533056,-71.282222,,''UUU''=''Newport State'',,"""","UUU""= ""Newport State ""","""UUU""= ""Newport State """
UVA,Garner Field,29.215429,-99.748962,,''UVA''=''Garner Field'',,"""","UVA""= ""Garner Field ""","""UVA""= ""Garner Field """
VAD,Moody Afb,30.967833,-83.193,,''VAD''=''Moody Afb'',,"""","VAD""= ""Moody Afb ""","""VAD""= ""Moody Afb """
VAK,Chevak Airport,61.5338,-165.584,,''VAK''=''Chevak Airport'',,"""","VAK""= ""Chevak Airport ""","""VAK""= ""Chevak Airport """
VAY,South Jersey Regional Airport,39.9428889,-74.84575,,''VAY''=''South Jersey Regional Airport'',,"""","VAY""= ""South Jersey Regional Airport ""","""VAY""= ""South Jersey Regional Airport """
VBG,Vandenberg Afb,34.737333,-120.584306,,''VBG''=''Vandenberg Afb'',,"""","VBG""= ""Vandenberg Afb ""","""VBG""= ""Vandenberg Afb """
VCT,Victoria Regional Airport,28.8526,-96.9185,,''VCT''=''Victoria Regional Airport'',,"""","VCT""= ""Victoria Regional Airport ""","""VCT""= ""Victoria Regional Airport """
VCV,Southern California Logistics,34.597453,-117.382997,,''VCV''=''Southern California Logistics'',,"""","VCV""= ""Southern California Logistics ""","""VCV""= ""Southern California Logistics """
VDF,Tampa Executive Airport,28.0139772,-82.3452778,,''VDF''=''Tampa Executive Airport'',,"""","VDF""= ""Tampa Executive Airport ""","""VDF""= ""Tampa Executive Airport """
VDZ,Valdez Pioneer Fld,61.133949,-146.248342,,''VDZ''=''Valdez Pioneer Fld'',,"""","VDZ""= ""Valdez Pioneer Fld ""","""VDZ""= ""Valdez Pioneer Fld """
VEE,Venetie Airport,67.008611,-146.366389,,''VEE''=''Venetie Airport'',,"""","VEE""= ""Venetie Airport ""","""VEE""= ""Venetie Airport """
VEL,Vernal Regional Airport,40.440833,-109.51,,''VEL''=''Vernal Regional Airport'',,"""","VEL""= ""Vernal Regional Airport ""","""VEL""= ""Vernal Regional Airport """
VGT,North Las Vegas Airport,36.2106944,-115.1944444,,''VGT''=''North Las Vegas Airport'',,"""","VGT""= ""North Las Vegas Airport ""","""VGT""= ""North Las Vegas Airport """
VIS,Visalia Municipal Airport,36.318611,-119.392778,,''VIS''=''Visalia Municipal Airport'',,"""","VIS""= ""Visalia Municipal Airport ""","""VIS""= ""Visalia Municipal Airport """
VLD,Valdosta Regional Airport,30.7825,-83.2767,,''VLD''=''Valdosta Regional Airport'',,"""","VLD""= ""Valdosta Regional Airport ""","""VLD""= ""Valdosta Regional Airport """
VNW,Van Wert County Airport,40.8638295,-84.606358,,''VNW''=''Van Wert County Airport'',,"""","VNW""= ""Van Wert County Airport ""","""VNW""= ""Van Wert County Airport """
VNY,Van Nuys,34.209811,-118.489972,,''VNY''=''Van Nuys'',,"""","VNY""= ""Van Nuys ""","""VNY""= ""Van Nuys """
VOK,Volk Fld,43.938956,-90.253433,,''VOK''=''Volk Fld'',,"""","VOK""= ""Volk Fld ""","""VOK""= ""Volk Fld """
VPC,Cartersville Airport,34.1231475,-84.8487067,,''VPC''=''Cartersville Airport'',,"""","VPC""= ""Cartersville Airport ""","""VPC""= ""Cartersville Airport """
VPS,Eglin Afb,30.48325,-86.5254,,''VPS''=''Eglin Afb'',,"""","VPS""= ""Eglin Afb ""","""VPS""= ""Eglin Afb """
VRB,Vero Beach Muni,27.655556,-80.417944,,''VRB''=''Vero Beach Muni'',,"""","VRB""= ""Vero Beach Muni ""","""VRB""= ""Vero Beach Muni """
VSF,Hartness State,43.343333,-72.517222,,''VSF''=''Hartness State'',,"""","VSF""= ""Hartness State ""","""VSF""= ""Hartness State """
VYS,Illinois Valley Regional,41.351944,-89.153056,,''VYS''=''Illinois Valley Regional'',,"""","VYS""= ""Illinois Valley Regional ""","""VYS""= ""Illinois Valley Regional """
W13,Eagle's Nest Airport,38.076944,-78.944167,,''W13''=''Eagle's Nest Airport'',,"""","W13""= ""Eagle's Nest Airport ""","""W13""= ""Eagle's Nest Airport """
WAA,Wales Airport,65.6225,-168.095,,''WAA''=''Wales Airport'',,"""","WAA""= ""Wales Airport ""","""WAA""= ""Wales Airport """
WAL,Wallops Flight Facility,37.940194,-75.466389,,''WAL''=''Wallops Flight Facility'',,"""","WAL""= ""Wallops Flight Facility ""","""WAL""= ""Wallops Flight Facility """
WAS,All Airports,38.889444,-77.035278,,''WAS''=''All Airports'',,"""","WAS""= ""All Airports ""","""WAS""= ""All Airports """
WBB,Stebbins Airport,63.515833,-162.278056,,''WBB''=''Stebbins Airport'',,"""","WBB""= ""Stebbins Airport ""","""WBB""= ""Stebbins Airport """
WBQ,Beaver Airport,66.362222,-147.406667,,''WBQ''=''Beaver Airport'',,"""","WBQ""= ""Beaver Airport ""","""WBQ""= ""Beaver Airport """
WBU,Boulder Municipal,40.039444,-105.225833,,''WBU''=''Boulder Municipal'',,"""","WBU""= ""Boulder Municipal ""","""WBU""= ""Boulder Municipal """
WBW,Wilkes-Barre Wyoming Valley Airport,41.2973074,-75.8522405,,''WBW''=''Wilkes-Barre Wyoming Valley Airport'',,"""","WBW""= ""Wilkes-Barre Wyoming Valley Airport ""","""WBW""= ""Wilkes-Barre Wyoming Valley Airport """
WDR,Barrow County Airport,33.9828611,-83.6674167,,''WDR''=''Barrow County Airport'',,"""","WDR""= ""Barrow County Airport ""","""WDR""= ""Barrow County Airport """
WFB,Ketchikan harbor Seaplane Base,55.344444,-131.663333,,''WFB''=''Ketchikan harbor Seaplane Base'',,"""","WFB""= ""Ketchikan harbor Seaplane Base ""","""WFB""= ""Ketchikan harbor Seaplane Base """
WFK,Northern Aroostook Regional Airport,47.285556,-68.312778,,''WFK''=''Northern Aroostook Regional Airport'',,"""","WFK""= ""Northern Aroostook Regional Airport ""","""WFK""= ""Northern Aroostook Regional Airport """
WHD,Hyder Seaplane Base,55.903333,-130.006667,,''WHD''=''Hyder Seaplane Base'',,"""","WHD""= ""Hyder Seaplane Base ""","""WHD""= ""Hyder Seaplane Base """
WHP,Whiteman Airport,34.2593253,-118.4134331,,''WHP''=''Whiteman Airport'',,"""","WHP""= ""Whiteman Airport ""","""WHP""= ""Whiteman Airport """
WIH,Wishram Amtrak Station,45.6576,-120.9664,,''WIH''=''Wishram Amtrak Station'',,"""","WIH""= ""Wishram Amtrak Station ""","""WIH""= ""Wishram Amtrak Station """
WKK,Aleknagik Airport,59.2826,-158.618,,''WKK''=''Aleknagik Airport'',,"""","WKK""= ""Aleknagik Airport ""","""WKK""= ""Aleknagik Airport """
WKL,Waikoloa Heliport,19.9136,-155.864,,''WKL''=''Waikoloa Heliport'',,"""","WKL""= ""Waikoloa Heliport ""","""WKL""= ""Waikoloa Heliport """
WLK,Selawik Airport,66.6,-159.985833,,''WLK''=''Selawik Airport'',,"""","WLK""= ""Selawik Airport ""","""WLK""= ""Selawik Airport """
WMO,White Mountain Airport,64.689167,-163.412778,,''WMO''=''White Mountain Airport'',,"""","WMO""= ""White Mountain Airport ""","""WMO""= ""White Mountain Airport """
WRB,Robins Afb,32.640144,-83.59185,,''WRB''=''Robins Afb'',,"""","WRB""= ""Robins Afb ""","""WRB""= ""Robins Afb """
WRG,Wrangell Airport,56.4843,-132.37,,''WRG''=''Wrangell Airport'',,"""","WRG""= ""Wrangell Airport ""","""WRG""= ""Wrangell Airport """
WRI,Mc Guire Afb,40.015556,-74.591667,,''WRI''=''Mc Guire Afb'',,"""","WRI""= ""Mc Guire Afb ""","""WRI""= ""Mc Guire Afb """
WRL,Worland Municipal Airport,43.9657,-107.951,,''WRL''=''Worland Municipal Airport'',,"""","WRL""= ""Worland Municipal Airport ""","""WRL""= ""Worland Municipal Airport """
WSD,Condron Aaf,32.341484,-106.40277,,''WSD''=''Condron Aaf'',,"""","WSD""= ""Condron Aaf ""","""WSD""= ""Condron Aaf """
WSJ,San Juan - Uganik Seaplane Base,57.730278,-153.320556,,''WSJ''=''San Juan - Uganik Seaplane Base'',,"""","WSJ""= ""San Juan - Uganik Seaplane Base ""","""WSJ""= ""San Juan - Uganik Seaplane Base """
WSN,South Naknek Airport,58.702222,-157.0025,,''WSN''=''South Naknek Airport'',,"""","WSN""= ""South Naknek Airport ""","""WSN""= ""South Naknek Airport """
WST,Westerly State Airport,41.349722,-71.803333,,''WST''=''Westerly State Airport'',,"""","WST""= ""Westerly State Airport ""","""WST""= ""Westerly State Airport """
WSX,Westsound Seaplane Base,48.617778,-122.952778,,''WSX''=''Westsound Seaplane Base'',,"""","WSX""= ""Westsound Seaplane Base ""","""WSX""= ""Westsound Seaplane Base """
WTK,Noatak Airport,67.5661,-162.975,,''WTK''=''Noatak Airport'',,"""","WTK""= ""Noatak Airport ""","""WTK""= ""Noatak Airport """
WTL,Tuntutuliak Airport,60.335278,-162.666944,,''WTL''=''Tuntutuliak Airport'',,"""","WTL""= ""Tuntutuliak Airport ""","""WTL""= ""Tuntutuliak Airport """
WWD,Cape May Co,39.008507,-74.908275,,''WWD''=''Cape May Co'',,"""","WWD""= ""Cape May Co ""","""WWD""= ""Cape May Co """
WWP,North Whale Seaplane Base,56.116389,-133.121667,,''WWP''=''North Whale Seaplane Base'',,"""","WWP""= ""North Whale Seaplane Base ""","""WWP""= ""North Whale Seaplane Base """
WWT,Newtok Airport,60.939167,-164.641111,,''WWT''=''Newtok Airport'',,"""","WWT""= ""Newtok Airport ""","""WWT""= ""Newtok Airport """
WYS,Yellowstone Airport,44.688333,-111.1175,,''WYS''=''Yellowstone Airport'',,"""","WYS""= ""Yellowstone Airport ""","""WYS""= ""Yellowstone Airport """
X01,Everglades Airpark,25.8488611,-81.3902778,,''X01''=''Everglades Airpark'',,"""","X01""= ""Everglades Airpark ""","""X01""= ""Everglades Airpark """
X07,Lake Wales Municipal Airport,27.8938056,-81.6203889,,''X07''=''Lake Wales Municipal Airport'',,"""","X07""= ""Lake Wales Municipal Airport ""","""X07""= ""Lake Wales Municipal Airport """
X21,Arthur Dunn Airpark,28.622552,-80.83541,,''X21''=''Arthur Dunn Airpark'',,"""","X21""= ""Arthur Dunn Airpark ""","""X21""= ""Arthur Dunn Airpark """
X39,Tampa North Aero Park,28.221278,-82.374555,,''X39''=''Tampa North Aero Park'',,"""","X39""= ""Tampa North Aero Park ""","""X39""= ""Tampa North Aero Park """
X49,South Lakeland Airport,27.9333581,-82.0439739,,''X49''=''South Lakeland Airport'',,"""","X49""= ""South Lakeland Airport ""","""X49""= ""South Lakeland Airport """
XFL,Flagler County Airport,29.2821,-81.1212,,''XFL''=''Flagler County Airport'',,"""","XFL""= ""Flagler County Airport ""","""XFL""= ""Flagler County Airport """
XNA,NW Arkansas Regional,36.2818694,-94.3068111,,''XNA''=''NW Arkansas Regional'',,"""","XNA""= ""NW Arkansas Regional ""","""XNA""= ""NW Arkansas Regional """
XZK,Amherst Amtrak Station AMM,42.375,-72.511389,,''XZK''=''Amherst Amtrak Station AMM'',,"""","XZK""= ""Amherst Amtrak Station AMM ""","""XZK""= ""Amherst Amtrak Station AMM """
Y51,Municipal Airport,43.5793603,-90.8964742,,''Y51''=''Municipal Airport'',,"""","Y51""= ""Municipal Airport ""","""Y51""= ""Municipal Airport """
Y72,Bloyer Field,43.9762222,-90.4806111,,''Y72''=''Bloyer Field'',,"""","Y72""= ""Bloyer Field ""","""Y72""= ""Bloyer Field """
YAK,Yakutat,59.3012,-139.3937,,''YAK''=''Yakutat'',,"""","YAK""= ""Yakutat ""","""YAK""= ""Yakutat """
YIP,Willow Run,42.237928,-83.530408,,''YIP''=''Willow Run'',,"""","YIP""= ""Willow Run ""","""YIP""= ""Willow Run """
YKM,Yakima Air Terminal McAllister Field,46.5682,-120.544,,''YKM''=''Yakima Air Terminal McAllister Field'',,"""","YKM""= ""Yakima Air Terminal McAllister Field ""","""YKM""= ""Yakima Air Terminal McAllister Field """
YKN,Chan Gurney,42.8711,-97.3969,,''YKN''=''Chan Gurney'',,"""","YKN""= ""Chan Gurney ""","""YKN""= ""Chan Gurney """
YNG,Youngstown Warren Rgnl,41.260736,-80.679097,,''YNG''=''Youngstown Warren Rgnl'',,"""","YNG""= ""Youngstown Warren Rgnl ""","""YNG""= ""Youngstown Warren Rgnl """
YUM,Yuma Mcas Yuma Intl,32.656578,-114.60598,,''YUM''=''Yuma Mcas Yuma Intl'',,"""","YUM""= ""Yuma Mcas Yuma Intl ""","""YUM""= ""Yuma Mcas Yuma Intl """
Z84,Clear,64.301203,-149.120144,,''Z84''=''Clear'',,"""","Z84""= ""Clear ""","""Z84""= ""Clear """
ZBP,Penn Station,39.307222,-76.615556,,''ZBP''=''Penn Station'',,"""","ZBP""= ""Penn Station ""","""ZBP""= ""Penn Station """
ZFV,Philadelphia 30th St Station,39.9557,-75.182,,''ZFV''=''Philadelphia 30th St Station'',,"""","ZFV""= ""Philadelphia 30th St Station ""","""ZFV""= ""Philadelphia 30th St Station """
ZPH,Municipal Airport,28.228056,-82.155833,,''ZPH''=''Municipal Airport'',,"""","ZPH""= ""Municipal Airport ""","""ZPH""= ""Municipal Airport """
ZRA,Atlantic City Rail Terminal,39.3665,-74.442,,''ZRA''=''Atlantic City Rail Terminal'',,"""","ZRA""= ""Atlantic City Rail Terminal ""","""ZRA""= ""Atlantic City Rail Terminal """
ZRD,Train Station,37.5343,-77.42945,,''ZRD''=''Train Station'',,"""","ZRD""= ""Train Station ""","""ZRD""= ""Train Station """
ZRP,Newark Penn Station,40.734722,-74.164167,,''ZRP''=''Newark Penn Station'',,"""","ZRP""= ""Newark Penn Station ""","""ZRP""= ""Newark Penn Station """
ZRT,Hartford Union Station,41.76888,-72.6815,,''ZRT''=''Hartford Union Station'',,"""","ZRT""= ""Hartford Union Station ""","""ZRT""= ""Hartford Union Station """
ZRZ,New Carrollton Rail Station,38.948,-76.8719,,''ZRZ''=''New Carrollton Rail Station'',,"""","ZRZ""= ""New Carrollton Rail Station ""","""ZRZ""= ""New Carrollton Rail Station """
ZSF,Springfield Amtrak Station,42.106,-72.593054,,''ZSF''=''Springfield Amtrak Station'',,"""","ZSF""= ""Springfield Amtrak Station ""","""ZSF""= ""Springfield Amtrak Station """
